0.94,1.59,5.69,101.03
0.27,-0.69,133.1,0.51
-0.67,2.46,55.45,0.28
0.01,1.66,80.55,55.59
0.16,2.42,38.35,42.99
-0.33,1.66,94.48,25.55
0.71,2.79,13.71,36.76
-0.55,2.17,70.61,9.98
-0.64,1.27,113.42,-18.96
-0.04,-0.26,138.47,-19.69
1.62,2.78,-21.13,33.56
0.5,1.42,56.65,92.91
1.16,1.02,2.87,123.95
1.14,1.18,-1.54,118.42
-0.29,0.03,135.56,-38.73
1.09,1.46,-5.88,106.92
0.94,1.39,12.86,109.35
1.63,2.29,-44.25,47.23
-0.7,-0.73,73.49,-109.86
1.01,2.86,4.7,36.22
0.87,2.55,2.57,50.62
1.1,0.48,38.5,131.64
-0.29,2.79,38.35,8.32
0.74,0.39,86.97,107.73
-0.38,1.08,121.93,3.53
0.78,1.81,14.3,89.3
0.96,2.88,7.2,35.09
-0.26,2.39,53.93,24.51
0.15,0.34,133.56,38.74
0.07,0.11,139.9,15.86
0.53,0.46,104.38,89.46
-0.32,0.26,136.54,-30.35
1.28,-0.28,54.37,128.67
-0.25,3.02,32.08,-1.31
1.2,0.12,44.81,133.43
-0.28,0.06,136.33,-35.77
1.08,0.32,49.88,130.05
0.42,0.86,94.29,87.76
1.72,2.11,-55.26,50.1
0.24,1.16,92.88,74.64
0.87,2.49,1.76,53.82
1.7,1.67,-64.65,72.83
-0.3,0.26,137.11,-27.61
-0.18,-0.62,122.93,-54.85
1.5,0.62,-22.63,132.7
1.37,1.86,-37.63,79.42
0.59,0.98,71.5,102.85
1.67,0.91,-55.07,114.87
1.03,0.88,25.97,125.59
0.42,2.9,24.4,25.31
-0.57,2.73,41.84,-0.68
-0.38,0.24,134.33,-39.57
-0.17,0.68,132.76,12.3
0.67,-0.67,122.41,53.4
-0.21,2.46,49.56,24.87
1.33,1.96,-33.89,75.39
0.43,1.44,61.96,88.41
-0.7,1.02,117.98,-38.1
-0.24,2.82,36.98,8.85
1.25,0.09,39.7,135.15
1.63,0.99,-52.78,113.25
-0.72,2.21,69.09,-1.89
-0.07,1.66,84.73,48.97
-0.0,0.3,138.54,16.25
0.79,-0.01,99.63,99.77
1.34,2.85,-7.77,36.06
-0.65,2.27,65.76,2.89
0.39,0.91,94.25,85.69
1.19,2.77,-5.62,39.69
0.56,0.49,100.23,93.39
0.79,-0.69,115.26,66.58
0.45,0.22,120.55,71.56
-0.67,-0.4,93.82,-101.65
1.55,2.03,-48.01,62.63
0.35,0.39,121.4,66.58
0.27,-0.42,137.27,14.72
0.12,2.22,47.13,49.81
1.49,1.74,-47.84,80.86
0.61,2.07,21.25,73.76
-0.31,-0.08,132.77,-47.15
1.59,0.52,-29.89,133.18
1.31,1.75,-32.64,87.57
0.08,2.02,57.96,54.35
-0.79,0.89,115.26,-55.6
-0.76,2.72,41.47,-8.36
-0.03,1.35,99.61,50.7
-0.33,1.61,97.13,24.82
0.61,1.54,40.39,95.3
0.15,2.69,32.52,29.19
0.99,-0.08,80.94,115.32
